method,data_name,model_name,Remove Col Names,Order Cols,Recall,F1 Score
Blocking,abt-buy,all-mpnet-base-v2,False,True,0.9935956084172004,0.9895024435271785
Blocking,abt-buy,all-mpnet-base-v2,False,True,0.9963403476669717,0.9888771219116033
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.988622937645062
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9865464037675736
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9844953971382339
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9824369492555454
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9803507632348165
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.978250699262415
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.976118877388611
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9739759115732052
Blocking,abt-buy,all-mpnet-base-v2,False,True,1.0,0.9718024630709211
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.9743824336688015,0.9837910040917827
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.9835315645013724,0.9864700189734185
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.989935956084172,0.9876791943238782
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.9945105215004575,0.9879424128839454
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.9981701738334858,0.9877080017335353
Blocking,abt-buy,all-mpnet-base-v2,True,False,0.9990850869167429,0.986074452598986
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9844508412925915
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9824132656293842
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9803327075146187
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9782223982238264
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9761046679555869
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9739290900106349
Blocking,abt-buy,all-mpnet-base-v2,True,False,1.0,0.9717729080542069
Blocking,abt-buy,all-mpnet-base-v2,False,False,0.9771271729185728,0.9852063863656769
Blocking,abt-buy,all-mpnet-base-v2,False,False,0.9908508691674291,0.9901341465476627
Blocking,abt-buy,all-mpnet-base-v2,False,False,0.9945105215004575,0.9899631958402091
Blocking,abt-buy,all-mpnet-base-v2,False,False,0.9972552607502287,0.9893107594251075
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.988616871978793
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9865464037675736
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9845085010546744
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9824457206891722
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9803569284562382
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9782573320915547
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.976134862529349
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9740008813260567
Blocking,abt-buy,all-mpnet-base-v2,False,False,1.0,0.9718194788249783
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.979871912168344,0.9865590782481632
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9881061299176578,0.9887178651006693
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9926806953339433,0.9889619164946626
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9972552607502287,0.9891751834054358
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9972552607502287,0.9871081870501501
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9981701738334858,0.9854227368289767
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9990850869167429,0.9837715577156347
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,0.9990850869167429,0.9816502490110091
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9799450158933707
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9777512210329419
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9755581937848871
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9732954641819495
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,True,1.0,0.9710576963306974
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,0.9853613906678865,0.9894307364583683
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,0.9935956084172004,0.9916017320875506
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,0.9963403476669717,0.990970832963125
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9907824468514851
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9887399041212773
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.986658196770566
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9845954151393045
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9825001002026033
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9803868727569542
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9782679444390588
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9761237617901258
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9739348871977852
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,True,1.0,0.9716954300217037
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9807868252516011,0.9870911646294103
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9881061299176578,0.9888079648825215
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9926806953339433,0.9890946168374714
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9972552607502287,0.9893262514990682
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9981701738334858,0.9877382752787479
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9990850869167429,0.9861031400210024
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9990850869167429,0.9840378446328603
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,0.9990850869167429,0.981964102833434
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9802798578294238
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9781127168893542
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.975909692469789
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9736931335061737
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,True,False,1.0,0.9714781605570015
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,0.9853613906678865,0.9894382977554935
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,0.9935956084172004,0.9916068352802445
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,0.9963403476669717,0.9909755425279488
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9908014285805885
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9887658929975722
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9867208248711139
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9846652850213332
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9826027037753826
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9804868211443799
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.97836388774095
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9762010179430127
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9740361044465893
Blocking,abt-buy,multi-qa-mpnet-base-dot-v1,False,False,1.0,0.9718329119172068
